movieId,title,genres,tmdbId,movie_idx
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1572.0,153
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,13552.0,154
167,Feast of July (1995),Drama,259209.0,155
168,First Knight (1995),Action|Drama|Romance,6520.0,156
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,9073.0,157
170,Hackers (1995),Action|Adventure|Crime|Thriller,10428.0,158
171,Jeffrey (1995),Comedy|Drama,17447.0,159
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,9886.0,160
173,Judge Dredd (1995),Action|Crime|Sci-Fi,9482.0,161
174,Jury Duty (1995),Comedy,19326.0,162
175,Kids (1995),Drama,9344.0,163
176,Living in Oblivion (1995),Comedy,9071.0,164
177,Lord of Illusions (1995),Horror,8973.0,165
178,Love & Human Remains (1993),Comedy|Drama,15730.0,166
179,Mad Love (1995),Drama|Romance,47608.0,167
180,Mallrats (1995),Comedy|Romance,2293.0,168
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,9070.0,169
182,Moonlight and Valentino (1995),Drama|Romance,68274.0,170
183,Mute Witness (1994),Comedy|Horror|Thriller,48787.0,171
184,Nadja (1994),Drama,34574.0,172
185,"Net, The (1995)",Action|Crime|Thriller,1642.0,173
186,Nine Months (1995),Comedy|Romance,11472.0,174
187,Party Girl (1995),Comedy,36196.0,175
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,11980.0,176
189,Reckless (1995),Comedy|Fantasy,58372.0,177
190,Safe (1995),Thriller,32646.0,178
191,"Scarlet Letter, The (1995)",Drama|Romance,10533.0,179
192,The Show (1995),Documentary,56088.0,180
193,Showgirls (1995),Drama,10802.0,181
194,Smoke (1995),Comedy|Drama,10149.0,182
195,Something to Talk About (1995),Comedy|Drama|Romance,18402.0,183
196,Species (1995),Horror|Sci-Fi,9348.0,184
197,"Stars Fell on Henrietta, The (1995)",Drama,139408.0,185
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,281.0,186
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,5967.0,187
200,"Tie That Binds, The (1995)",Thriller,79593.0,188
201,Three Wishes (1995),Drama|Fantasy,47939.0,189
202,Total Eclipse (1995),Drama|Romance,36834.0,190
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,9090.0,191
204,Under Siege 2: Dark Territory (1995),Action,3512.0,192
205,Unstrung Heroes (1995),Comedy|Drama,52856.0,193
206,Unzipped (1995),Documentary,77350.0,194
207,"Walk in the Clouds, A (1995)",Drama|Romance,9560.0,195
208,Waterworld (1995),Action|Adventure|Sci-Fi,9804.0,196
209,White Man's Burden (1995),Drama,31611.0,197
210,Wild Bill (1995),Western,65796.0,198
211,"Browning Version, The (1994)",Drama,49805.0,199
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,26258.0,200
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,50797.0,201
214,Before the Rain (Pred dozhdot) (1994),Drama|War,19155.0,202
215,Before Sunrise (1995),Drama|Romance,76.0,203
216,Billy Madison (1995),Comedy,11017.0,204
217,"Babysitter, The (1995)",Drama|Thriller,37141.0,205
218,Boys on the Side (1995),Comedy|Drama,9382.0,206
219,"Cure, The (1995)",Drama,6715.0,207
220,Castle Freak (1995),Horror,18256.0,208
222,Circle of Friends (1995),Drama|Romance,22625.0,209
223,Clerks (1994),Comedy,2292.0,210
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1909.0,211
225,Disclosure (1994),Drama|Thriller,8984.0,212
227,Drop Zone (1994),Action|Thriller,4954.0,213
228,Destiny Turns on the Radio (1995),Comedy,62488.0,214
229,Death and the Maiden (1994),Drama|Thriller,10531.0,215
230,Dolores Claiborne (1995),Drama|Thriller,11929.0,216
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,8467.0,217
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,10451.0,218
233,Exotica (1994),Drama,20156.0,219
234,Exit to Eden (1994),Comedy,18395.0,220
235,Ed Wood (1994),Comedy|Drama,522.0,221
236,French Kiss (1995),Action|Comedy|Romance,397.0,222
237,Forget Paris (1995),Comedy|Romance,10525.0,223
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,27985.0,224
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,15789.0,225
240,Hideaway (1995),Thriller,27303.0,226
241,Fluke (1995),Children|Drama,21183.0,227
242,Farinelli: il castrato (1994),Drama|Musical,10954.0,228
243,Gordy (1995),Children|Comedy|Fantasy,47867.0,229
244,Gumby: The Movie (1995),Animation|Children,43475.0,230
245,The Glass Shield (1994),Crime|Drama,72031.0,231
246,Hoop Dreams (1994),Documentary,14275.0,232
247,Heavenly Creatures (1994),Crime|Drama,1024.0,233
248,Houseguest (1994),Comedy,17207.0,234
249,Immortal Beloved (1994),Drama|Romance,13701.0,235
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,14819.0,236
251,"Hunted, The (1995)",Action,32631.0,237
252,I.Q. (1994),Comedy|Romance,11777.0,238
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,628.0,239
254,Jefferson in Paris (1995),Drama,87729.0,240
255,"Jerky Boys, The (1995)",Comedy,18713.0,241
256,Junior (1994),Comedy|Sci-Fi,6280.0,242
257,Just Cause (1995),Mystery|Thriller,9061.0,243
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,37108.0,244
259,Kiss of Death (1995),Crime|Drama|Thriller,6071.0,245
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,11.0,246
261,Little Women (1994),Drama,9587.0,247
262,"Little Princess, A (1995)",Children|Drama,19101.0,248
263,Ladybird Ladybird (1994),Drama,49980.0,249
264,"Enfer, L' (1994)",Drama,17961.0,250
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,18183.0,251
266,Legends of the Fall (1994),Drama|Romance|War|Western,4476.0,252
267,Major Payne (1995),Comedy,11008.0,253
268,Little Odessa (1994),Crime|Drama,47504.0,254
269,My Crazy Life (Mi vida loca) (1993),Drama,32325.0,255
270,Love Affair (1994),Drama|Romance,43742.0,256
271,Losing Isaiah (1995),Drama,28313.0,257
272,"Madness of King George, The (1994)",Comedy|Drama,11318.0,258
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3036.0,259
274,Man of the House (1995),Comedy,40490.0,260
275,Mixed Nuts (1994),Comedy,24070.0,261
276,Milk Money (1994),Comedy|Romance,8986.0,262
277,Miracle on 34th Street (1994),Drama,10510.0,263
278,Miami Rhapsody (1995),Comedy,17402.0,264
279,My Family (1995),Drama,38722.0,265
280,Murder in the First (1995),Drama|Thriller,8438.0,266
281,Nobody's Fool (1994),Comedy|Drama|Romance,11593.0,267
282,Nell (1994),Drama,1945.0,268
283,New Jersey Drive (1995),Crime|Drama,39310.0,269
285,Beyond Bedlam (1993),Drama|Horror,56428.0,270
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,63105.0,271
287,Nina Takes a Lover (1994),Comedy|Romance,131957.0,272
288,Natural Born Killers (1994),Action|Crime|Thriller,241.0,273
289,Only You (1994),Comedy|Romance,9058.0,274
290,Once Were Warriors (1994),Crime|Drama,527.0,275
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,6950.0,276
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,101.0,277
294,"Perez Family, The (1995)",Comedy|Romance,63020.0,278
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2307.0,279
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,680.0,280
297,Panther (1995),Drama,41478.0,281
298,Pushing Hands (Tui shou) (1992),Drama,25296.0,282
299,Priest (1994),Drama,40156.0,283
300,Quiz Show (1994),Drama,11450.0,284
301,Picture Bride (Bijo photo) (1994),Drama|Romance,30304.0,285
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,10452.0,286
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,12106.0,287
304,Roommates (1995),Comedy|Drama,161495.0,288
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,3586.0,289
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,110.0,290
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108.0,291
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,109.0,292
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,159185.0,293
310,Rent-a-Kid (1995),Comedy,36357.0,294
311,Relative Fear (1994),Horror|Thriller,92769.0,295
312,Stuart Saves His Family (1995),Comedy,28033.0,296
313,"Swan Princess, The (1994)",Animation|Children,22586.0,297
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,14334.0,298
315,"Specialist, The (1994)",Action|Drama|Thriller,2636.0,299
316,Stargate (1994),Action|Adventure|Sci-Fi,2164.0,300
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,11395.0,301
318,"Shawshank Redemption, The (1994)",Crime|Drama,278.0,302
319,Shallow Grave (1994),Comedy|Drama|Thriller,9905.0,303
320,Suture (1993),Film-Noir|Thriller,87078.0,304
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,12527.0,305
322,Swimming with Sharks (1995),Comedy|Drama,20306.0,306
324,"Sum of Us, The (1994)",Comedy|Drama,36614.0,307
325,National Lampoon's Senior Trip (1995),Comedy,27993.0,308
326,To Live (Huozhe) (1994),Drama,31439.0,309
327,Tank Girl (1995),Action|Comedy|Sci-Fi,9067.0,310
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,9059.0,311
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,193.0,312
330,Tales from the Hood (1995),Action|Crime|Horror,25066.0,313
331,Tom & Viv (1994),Drama,46797.0,314
332,Village of the Damned (1995),Horror|Sci-Fi,12122.0,315
333,Tommy Boy (1995),Comedy,11381.0,316
334,Vanya on 42nd Street (1994),Drama,32636.0,317
335,Underneath (1995),Mystery|Thriller,36141.0,318
336,"Walking Dead, The (1995)",Drama|War,95963.0,319
337,What's Eating Gilbert Grape (1993),Drama,1587.0,320
338,Virtuosity (1995),Action|Sci-Fi|Thriller,9271.0,321
339,While You Were Sleeping (1995),Comedy|Romance,2064.0,322
340,"War, The (1994)",Adventure|Drama|War,19855.0,323
341,Double Happiness (1994),Drama,60855.0,324
342,Muriel's Wedding (1994),Comedy,236.0,325
343,"Baby-Sitters Club, The (1995)",Children,48287.0,326
344,Ace Ventura: Pet Detective (1994),Comedy,3049.0,327
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,2759.0,328
346,Backbeat (1993),Drama|Musical,12635.0,329
347,Bitter Moon (1992),Drama|Film-Noir|Romance,10497.0,330
348,Bullets Over Broadway (1994),Comedy,11382.0,331
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,9331.0,332
350,"Client, The (1994)",Drama|Mystery|Thriller,10731.0,333
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,10464.0,334
352,Crooklyn (1994),Comedy|Drama,34152.0,335
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,9495.0,336
354,Cobb (1994),Drama,29973.0,337
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,888.0,338
356,Forrest Gump (1994),Comedy|Drama|Romance|War,13.0,339
357,Four Weddings and a Funeral (1994),Comedy|Romance,712.0,340
358,Higher Learning (1995),Drama,16295.0,341
359,I Like It Like That (1994),Comedy|Drama|Romance,48992.0,342
360,I Love Trouble (1994),Action|Comedy,10879.0,343
361,It Could Happen to You (1994),Comedy|Drama|Romance,10660.0,344
362,"Jungle Book, The (1994)",Adventure|Children|Romance,10714.0,345
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,41647.0,346
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,8587.0,347
365,Little Buddha (1993),Drama,1689.0,348
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,11596.0,349
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,854.0,350
368,Maverick (1994),Adventure|Comedy|Western,9359.0,351
369,Mrs. Parker and the Vicious Circle (1994),Drama,23333.0,352
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,36593.0,353
371,"Paper, The (1994)",Comedy|Drama,12280.0,354
372,Reality Bites (1994),Comedy|Drama|Romance,2788.0,355
373,Red Rock West (1992),Thriller,10427.0,356
374,Richie Rich (1994),Children|Comedy,11011.0,357
375,Safe Passage (1994),Drama,49803.0,358
376,"River Wild, The (1994)",Action|Thriller,8987.0,359
377,Speed (1994),Action|Romance|Thriller,1637.0,360
378,Speechless (1994),Comedy|Romance,15128.0,361
379,Timecop (1994),Action|Sci-Fi|Thriller,8831.0,362
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,36955.0,363
381,When a Man Loves a Woman (1994),Drama|Romance,10449.0,364
382,Wolf (1994),Drama|Horror|Romance|Thriller,10395.0,365
383,Wyatt Earp (1994),Western,12160.0,366
384,Bad Company (1995),Action|Crime|Drama,40480.0,367
385,"Man of No Importance, A (1994)",Drama,52038.0,368
386,S.F.W. (1994),Drama,29444.0,369
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,26352.0,370
388,Boys Life (1995),Drama,39953.0,371
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,41580.0,372
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,315.0,373
391,Jason's Lyric (1994),Crime|Drama,22067.0,374
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,18242.0,375
393,Street Fighter (1994),Action|Adventure|Fantasy,11667.0,376
394,Coldblooded (1995),Comedy,32502.0,377
397,"Fear, The (1995)",Horror,75555.0,378
398,Frank and Ollie (1995),Documentary,42981.0,379
402,Open Season (1996),Comedy,203119.0,380
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,316098.0,381
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,8011.0,382
406,Federal Hill (1994),Drama,171857.0,383
407,In the Mouth of Madness (1995),Horror|Thriller,2654.0,384
408,8 Seconds (1994),Drama,18069.0,385
409,Above the Rim (1994),Crime|Drama,19092.0,386
410,Addams Family Values (1993),Children|Comedy|Fantasy,2758.0,387
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,38129.0,388
412,"Age of Innocence, The (1993)",Drama,10436.0,389
413,Airheads (1994),Comedy,13595.0,390
414,"Air Up There, The (1994)",Comedy,46094.0,391
415,Another Stakeout (1993),Comedy|Thriller,9409.0,392
416,Bad Girls (1994),Western,11853.0,393
417,Barcelona (1994),Comedy|Romance,16771.0,394
418,Being Human (1993),Drama,46924.0,395
419,"Beverly Hillbillies, The (1993)",Comedy,11041.0,396
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,306.0,397
421,Black Beauty (1994),Adventure|Children|Drama,14522.0,398
422,Blink (1994),Thriller,26203.0,399
423,Blown Away (1994),Action|Thriller,178.0,400
424,Blue Chips (1994),Drama,19819.0,401
425,Blue Sky (1994),Drama|Romance,57834.0,402
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,4722.0,403
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,18215.0,404
428,"Bronx Tale, A (1993)",Drama,1607.0,405
429,Cabin Boy (1994),Comedy,26391.0,406
430,Calendar Girl (1993),Comedy|Drama,117553.0,407
431,Carlito's Way (1993),Crime|Drama,6075.0,408
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,11310.0,409
433,Clean Slate (1994),Comedy,18658.0,410
434,Cliffhanger (1993),Action|Adventure|Thriller,9350.0,411
435,Coneheads (1993),Comedy|Sci-Fi,9612.0,412
436,Color of Night (1994),Drama|Thriller,2124.0,413
437,Cops and Robbersons (1994),Comedy,26261.0,414
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,19176.0,415
439,Dangerous Game (1993),Drama,49299.0,416
440,Dave (1993),Comedy|Romance,11566.0,417
441,Dazed and Confused (1993),Comedy,9571.0,418
442,Demolition Man (1993),Action|Adventure|Sci-Fi,9739.0,419
443,"Endless Summer 2, The (1994)",Adventure|Documentary,24257.0,420
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,34444.0,421
445,Fatal Instinct (1993),Comedy,26141.0,422
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,10997.0,423
447,"Favor, The (1994)",Comedy|Romance,50463.0,424
448,Fearless (1993),Drama,10443.0,425
449,Fear of a Black Hat (1994),Comedy,20239.0,426
450,With Honors (1994),Comedy|Drama,16297.0,427
451,Flesh and Bone (1993),Drama|Mystery|Romance,18551.0,428
452,Widows' Peak (1994),Drama,25440.0,429
453,For Love or Money (1993),Comedy|Romance,9024.0,430
454,"Firm, The (1993)",Drama|Thriller,37233.0,431
455,Free Willy (1993),Adventure|Children|Drama,1634.0,432
456,Fresh (1994),Crime|Drama|Thriller,13815.0,433
457,"Fugitive, The (1993)",Thriller,5503.0,434
458,Geronimo: An American Legend (1993),Drama|Western,35588.0,435
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,2087.0,436
460,Getting Even with Dad (1994),Comedy,41579.0,437
461,Go Fish (1994),Drama|Romance,18620.0,438
462,"Good Man in Africa, A (1994)",Action|Adventure,41006.0,439
463,Guilty as Sin (1993),Crime|Drama|Thriller,4916.0,440
464,Hard Target (1993),Action|Adventure|Crime|Thriller,2019.0,441
465,Heaven & Earth (1993),Action|Drama|War,31642.0,442
466,Hot Shots! Part Deux (1993),Action|Comedy|War,9255.0,443
467,Live Nude Girls (1995),Comedy,26271.0,444
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,10612.0,445
